A;B;C;01:00;02:00;03:00;04:00;05:00;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;24:00;T16;T24;latWGS84;loWGS84;Aangemaakt op
20150207;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150208;Licht;00-30;0;1;0;0;0;0;0;1;0;2;3;9;6;4;3;0;8;4;4;14;5;1;1;0;64;66;;;08/07/2016
20150208;Licht;30-50;60;25;9;5;6;3;11;13;39;89;171;195;245;181;260;203;245;259;246;142;129;70;35;14;2498;2655;;;08/07/2016
20150208;Licht;50-70;54;44;21;23;12;10;22;34;40;60;87;109;123;123;111;118;117;128;100;87;108;85;63;16;1452;1695;;;08/07/2016
20150208;Licht;70-90;0;3;5;3;4;2;1;2;2;2;1;0;1;0;0;1;0;1;1;4;2;1;2;2;19;40;;;08/07/2016
20150208;Licht;90-..;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;08/07/2016
20150208;Medium;00-30;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;;;08/07/2016
20150208;Medium;30-50;1;0;0;1;0;0;0;2;1;0;3;4;3;2;1;1;0;2;3;3;1;1;1;0;27;30;;;08/07/2016
20150208;Medium;50-70;0;0;0;1;1;3;2;0;2;0;1;2;0;1;2;1;0;0;0;0;2;1;0;0;14;19;;;08/07/2016
20150208;Medium;70-90;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;08/07/2016
20150208;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150208;Zwaar;00-30;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;2;;;08/07/2016
20150208;Zwaar;30-50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;1;1;1;1;1;0;9;10;;;08/07/2016
20150208;Zwaar;50-70;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;;;08/07/2016
20150208;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150208;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150209;Licht;00-30;1;0;0;0;0;2;0;1;14;7;13;14;13;18;20;16;49;61;4;5;1;2;0;0;238;241;;;08/07/2016
20150209;Licht;30-50;0;2;1;1;2;7;50;176;333;236;322;309;316;273;330;447;590;527;345;189;88;74;75;11;4605;4704;;;08/07/2016
20150209;Licht;50-70;12;9;7;4;5;28;53;92;89;72;69;73;95;86;73;76;74;82;137;100;94;89;64;37;1354;1520;;;08/07/2016
20150209;Licht;70-90;1;1;2;0;4;4;5;0;0;1;0;0;0;0;0;0;0;0;0;3;2;3;2;1;14;29;;;08/07/2016
20150209;Licht;90-..;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;;;08/07/2016
20150209;Medium;00-30;0;0;0;0;0;0;1;1;1;1;0;0;2;1;2;3;1;3;0;1;0;0;1;0;17;18;;;08/07/2016
20150209;Medium;30-50;0;1;0;0;1;0;14;18;22;23;24;26;21;16;16;16;29;20;9;2;5;1;1;0;262;265;;;08/07/2016
20150209;Medium;50-70;0;0;0;1;1;2;6;8;1;3;5;5;2;6;1;2;2;4;7;1;1;2;0;0;56;60;;;08/07/2016
20150209;Medium;70-90;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;08/07/2016
20150209;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150209;Zwaar;00-30;0;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;7;7;;;08/07/2016
20150209;Zwaar;30-50;0;0;0;0;0;2;6;14;15;10;10;12;9;9;9;9;12;8;3;6;0;0;0;1;132;135;;;08/07/2016
20150209;Zwaar;50-70;0;0;0;0;3;1;9;3;1;1;1;0;2;3;2;1;0;0;0;2;0;1;0;1;26;31;;;08/07/2016
20150209;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150209;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150210;Licht;00-30;0;0;0;0;0;0;2;1;9;21;18;16;14;10;10;29;27;65;4;3;7;2;0;0;238;238;;;08/07/2016
20150210;Licht;30-50;4;3;1;1;0;7;52;138;280;213;295;301;314;303;322;438;553;593;360;207;144;104;92;35;4617;4760;;;08/07/2016
20150210;Licht;50-70;19;6;3;3;15;27;48;107;94;65;69;75;96;88;92;61;70;72;119;130;91;90;66;37;1367;1543;;;08/07/2016
20150210;Licht;70-90;3;1;0;1;1;4;9;1;1;0;0;0;0;0;0;0;0;0;0;2;1;4;2;6;18;36;;;08/07/2016
20150210;Licht;90-..;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;08/07/2016
20150210;Medium;00-30;0;0;0;0;0;1;0;0;2;3;0;1;3;0;0;1;1;3;0;0;0;0;0;0;14;15;;;08/07/2016
20150210;Medium;30-50;0;0;0;0;0;0;13;24;25;29;28;27;28;21;17;16;32;15;7;8;2;3;0;1;295;296;;;08/07/2016
20150210;Medium;50-70;0;1;0;0;2;5;4;5;6;5;4;7;3;5;3;4;3;0;3;2;2;1;0;0;57;65;;;08/07/2016
20150210;Medium;70-90;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;08/07/2016
20150210;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150210;Zwaar;00-30;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;0;1;1;0;0;1;0;0;0;9;9;;;08/07/2016
20150210;Zwaar;30-50;0;0;0;0;0;1;7;8;8;9;16;8;12;6;7;11;6;6;6;7;1;0;1;1;118;121;;;08/07/2016
20150210;Zwaar;50-70;0;0;0;0;1;1;1;3;2;3;1;0;0;0;1;0;0;1;0;0;0;0;0;1;12;15;;;08/07/2016
20150210;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150210;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150211;Licht;00-30;0;0;0;0;1;1;1;1;8;11;7;21;47;8;25;37;32;49;24;6;3;0;1;1;280;284;;;08/07/2016
20150211;Licht;30-50;9;0;3;0;0;8;47;156;304;296;387;467;532;345;447;452;611;577;378;227;112;66;69;55;5404;5548;;;08/07/2016
20150211;Licht;50-70;23;8;4;1;8;26;43;81;72;47;55;68;62;59;65;62;48;52;86;87;103;73;96;73;1063;1302;;;08/07/2016
20150211;Licht;70-90;2;2;0;1;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;2;0;2;6;1;10;28;;;08/07/2016
20150211;Licht;90-..;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;08/07/2016
20150211;Medium;00-30;0;0;0;0;0;0;0;0;1;1;0;2;2;0;2;1;1;3;1;1;0;0;0;0;15;15;;;08/07/2016
20150211;Medium;30-50;0;0;0;0;1;3;16;25;25;33;25;20;17;22;28;15;25;26;11;3;2;3;0;0;296;300;;;08/07/2016
20150211;Medium;50-70;0;0;0;0;2;2;3;4;4;2;3;2;3;6;1;3;2;1;1;2;2;1;0;0;40;44;;;08/07/2016
20150211;Medium;70-90;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;08/07/2016
20150211;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150211;Zwaar;00-30;0;0;0;0;0;0;0;0;2;1;2;1;1;0;1;2;1;2;0;0;0;0;0;0;13;13;;;08/07/2016
20150211;Zwaar;30-50;0;0;0;0;0;3;5;9;17;10;12;11;11;9;13;9;6;6;9;1;1;0;1;1;129;134;;;08/07/2016
20150211;Zwaar;50-70;0;0;0;0;2;2;2;1;0;3;0;0;0;0;0;1;0;0;0;0;1;1;2;0;9;15;;;08/07/2016
20150211;Zwaar;70-90;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;08/07/2016
20150211;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150212;Licht;00-30;0;0;0;0;0;0;2;1;8;11;10;21;22;5;18;19;120;59;14;1;3;2;0;0;316;316;;;08/07/2016
20150212;Licht;30-50;7;5;3;2;2;5;34;177;293;209;303;346;312;306;346;428;528;576;402;186;105;89;87;41;4640;4792;;;08/07/2016
20150212;Licht;50-70;34;10;2;4;10;32;64;90;79;51;61;70;81;68;90;76;56;68;101;126;103;74;78;72;1258;1500;;;08/07/2016
20150212;Licht;70-90;4;2;1;0;3;3;6;0;0;0;0;0;0;1;0;0;0;0;0;5;0;1;1;1;13;28;;;08/07/2016
20150212;Licht;90-..;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;08/07/2016
20150212;Medium;00-30;0;0;0;0;0;0;2;3;1;0;1;0;6;0;0;0;8;4;0;0;1;0;0;0;26;26;;;08/07/2016
20150212;Medium;30-50;0;0;0;0;0;1;5;18;28;17;22;20;22;22;12;20;21;22;6;2;2;0;0;0;239;240;;;08/07/2016
20150212;Medium;50-70;0;0;0;0;3;1;10;7;4;1;2;4;2;3;2;2;2;0;3;5;0;2;0;1;49;54;;;08/07/2016
20150212;Medium;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150212;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150212;Zwaar;00-30;0;0;0;0;0;0;0;2;0;2;1;0;1;0;0;0;1;2;1;0;0;0;0;0;10;10;;;08/07/2016
20150212;Zwaar;30-50;0;0;0;0;0;2;0;11;15;12;22;12;9;10;5;6;7;9;6;2;0;0;0;1;126;129;;;08/07/2016
20150212;Zwaar;50-70;0;0;0;0;2;1;2;3;3;1;0;2;0;0;2;2;0;1;0;0;0;0;0;0;16;19;;;08/07/2016
20150212;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150212;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150213;Licht;00-30;0;0;0;0;0;0;0;1;5;8;11;23;10;1;10;40;130;46;7;3;1;3;2;1;299;302;;;08/07/2016
20150213;Licht;30-50;11;2;3;2;3;6;53;158;291;205;331;374;404;317;413;498;539;591;456;273;139;118;105;62;5160;5354;;;08/07/2016
20150213;Licht;50-70;31;11;6;4;13;27;47;69;93;84;92;79;109;126;83;56;62;65;93;90;75;67;68;64;1290;1514;;;08/07/2016
20150213;Licht;70-90;4;1;1;2;1;5;3;1;2;1;0;0;1;0;1;1;1;0;1;1;3;0;1;2;16;33;;;08/07/2016
20150213;Licht;90-..;0;0;1;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;;;08/07/2016
20150213;Medium;00-30;0;0;0;0;0;0;1;1;0;1;0;2;0;1;0;2;7;0;0;0;0;0;0;0;15;15;;;08/07/2016
20150213;Medium;30-50;0;0;0;0;1;1;12;26;22;20;29;28;21;21;18;18;26;22;13;4;4;2;0;1;286;289;;;08/07/2016
20150213;Medium;50-70;2;1;0;0;4;3;4;5;0;5;4;2;4;6;2;1;3;0;1;3;2;0;2;0;42;54;;;08/07/2016
20150213;Medium;70-90;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;08/07/2016
20150213;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150213;Zwaar;00-30;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;2;0;0;1;0;0;0;0;7;7;;;08/07/2016
20150213;Zwaar;30-50;0;0;1;1;0;2;5;10;13;8;8;11;9;7;7;8;10;5;8;7;0;1;0;2;117;123;;;08/07/2016
20150213;Zwaar;50-70;0;0;0;0;2;4;2;3;1;2;0;1;1;0;1;0;0;0;0;0;1;0;0;0;12;18;;;08/07/2016
20150213;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150213;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150214;Licht;00-30;0;0;0;0;1;0;1;2;1;5;4;21;23;10;21;35;42;34;17;7;2;1;2;1;226;230;;;08/07/2016
20150214;Licht;30-50;31;22;6;4;3;4;16;45;97;230;348;450;419;333;429;466;533;532;416;257;145;78;106;62;4794;5032;;;08/07/2016
20150214;Licht;50-70;56;36;20;9;14;10;14;21;61;71;92;82;88;127;70;73;66;64;91;119;66;43;74;73;1148;1440;;;08/07/2016
20150214;Licht;70-90;1;2;1;0;4;0;2;2;0;0;0;0;0;0;0;0;0;0;1;2;1;4;2;1;12;23;;;08/07/2016
20150214;Licht;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;;;08/07/2016
20150214;Medium;00-30;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;1;0;0;0;0;0;0;0;0;7;7;;;08/07/2016
20150214;Medium;30-50;0;0;0;0;0;0;2;6;6;7;8;8;6;7;9;8;5;7;3;0;0;1;0;2;83;85;;;08/07/2016
20150214;Medium;50-70;0;0;0;2;2;3;1;2;3;1;4;0;0;0;0;1;0;0;1;5;1;0;0;0;19;26;;;08/07/2016
20150214;Medium;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150214;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150214;Zwaar;00-30;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;;;08/07/2016
20150214;Zwaar;30-50;1;0;0;0;0;0;4;3;0;3;3;2;1;2;4;2;1;2;2;1;1;0;2;0;31;34;;;08/07/2016
20150214;Zwaar;50-70;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;;;08/07/2016
20150214;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150214;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150215;Licht;00-30;5;1;1;0;1;0;0;0;1;1;3;2;3;4;10;2;8;23;6;2;4;2;1;1;71;81;;;08/07/2016
20150215;Licht;30-50;55;30;14;4;4;2;8;18;50;73;158;200;158;163;218;252;344;322;369;134;206;118;55;24;2791;2979;;;08/07/2016
20150215;Licht;50-70;57;61;37;23;9;6;15;30;36;74;82;124;167;146;127;130;118;122;95;125;166;104;55;35;1661;1944;;;08/07/2016
20150215;Licht;70-90;0;3;0;3;1;2;2;0;2;1;1;1;4;5;0;0;1;1;1;2;1;1;7;1;23;40;;;08/07/2016
20150215;Licht;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;2;3;;;08/07/2016
20150215;Medium;00-30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;5;5;;;08/07/2016
20150215;Medium;30-50;0;0;0;0;1;0;0;0;3;3;4;1;3;0;3;2;3;2;2;2;2;5;0;0;35;36;;;08/07/2016
20150215;Medium;50-70;0;1;0;0;0;1;1;0;3;3;0;0;0;2;2;1;2;2;0;0;2;1;0;0;19;21;;;08/07/2016
20150215;Medium;70-90;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;08/07/2016
20150215;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150215;Zwaar;00-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;;;08/07/2016
20150215;Zwaar;30-50;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;0;2;0;1;1;2;0;1;3;12;16;;;08/07/2016
20150215;Zwaar;50-70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;2;;;08/07/2016
20150215;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150215;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150216;Licht;00-30;2;0;0;0;0;0;1;2;4;3;6;18;10;21;19;9;42;61;11;6;3;0;1;0;216;219;;;08/07/2016
20150216;Licht;30-50;3;2;3;4;2;4;37;129;158;218;311;320;305;291;376;383;550;583;440;196;104;72;38;19;4473;4548;;;08/07/2016
20150216;Licht;50-70;22;14;6;4;14;20;54;86;103;88;72;74;94;81;64;81;53;58;89;108;83;59;50;26;1247;1403;;;08/07/2016
20150216;Licht;70-90;3;1;2;0;2;6;2;3;0;0;0;0;0;0;1;0;0;0;1;1;2;4;4;1;14;33;;;08/07/2016
20150216;Licht;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150216;Medium;00-30;0;0;0;0;0;0;1;1;0;1;2;5;0;1;1;2;1;5;2;0;0;0;1;0;22;23;;;08/07/2016
20150216;Medium;30-50;0;0;0;1;1;0;10;19;19;21;18;20;12;9;20;14;30;17;12;2;0;3;1;0;226;229;;;08/07/2016
20150216;Medium;50-70;0;0;0;0;0;2;2;4;8;10;2;2;2;5;1;4;3;0;2;1;3;1;1;0;50;53;;;08/07/2016
20150216;Medium;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150216;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150216;Zwaar;00-30;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;3;1;1;1;0;0;0;0;8;9;;;08/07/2016
20150216;Zwaar;30-50;0;0;0;0;0;1;3;5;5;10;9;10;9;8;13;8;5;11;7;4;0;0;0;0;107;108;;;08/07/2016
20150216;Zwaar;50-70;0;0;0;0;1;3;2;2;8;3;1;0;1;0;0;0;0;0;1;0;1;1;0;0;20;24;;;08/07/2016
20150216;Zwaar;70-90;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;08/07/2016
20150216;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150217;Licht;00-30;0;0;0;0;0;0;1;0;4;4;10;11;5;9;9;14;43;61;9;7;3;1;0;1;191;192;;;08/07/2016
20150217;Licht;30-50;7;6;1;0;2;3;39;117;193;212;303;322;300;257;315;350;540;492;388;204;131;79;48;25;4242;4334;;;08/07/2016
20150217;Licht;50-70;13;5;4;4;14;24;54;74;91;61;62;92;110;101;119;114;90;88;115;106;98;76;58;39;1451;1612;;;08/07/2016
20150217;Licht;70-90;3;1;1;1;3;4;4;1;0;0;3;0;0;0;0;0;0;0;0;1;1;1;2;0;11;26;;;08/07/2016
20150217;Licht;90-..;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;3;7;;;08/07/2016
20150217;Medium;00-30;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;4;3;1;0;0;0;0;0;12;12;;;08/07/2016
20150217;Medium;30-50;0;0;0;0;2;0;8;18;20;25;23;25;14;20;25;20;22;24;9;3;6;4;1;0;266;269;;;08/07/2016
20150217;Medium;50-70;0;1;1;0;2;1;3;7;3;0;3;2;7;5;7;5;1;1;2;2;1;1;0;0;50;55;;;08/07/2016
20150217;Medium;70-90;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;08/07/2016
20150217;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150217;Zwaar;00-30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;4;4;;;08/07/2016
20150217;Zwaar;30-50;1;0;0;0;0;2;3;8;11;7;11;12;4;7;9;6;9;9;3;2;2;1;0;0;104;107;;;08/07/2016
20150217;Zwaar;50-70;0;0;0;0;1;3;2;3;0;1;2;0;1;2;2;2;0;0;0;1;0;0;0;0;16;20;;;08/07/2016
20150217;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150217;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150218;Licht;00-30;0;0;0;0;0;1;0;1;2;7;8;19;12;6;14;22;32;43;22;5;0;0;1;0;193;195;;;08/07/2016
20150218;Licht;30-50;14;1;0;2;1;14;62;135;208;232;291;316;290;276;380;415;525;579;455;218;81;55;55;13;4518;4618;;;08/07/2016
20150218;Licht;50-70;26;19;7;4;13;18;33;58;71;66;79;90;122;109;109;79;99;74;91;114;99;70;78;39;1363;1567;;;08/07/2016
20150218;Licht;70-90;5;2;1;2;1;3;2;0;1;0;0;0;0;0;0;0;0;1;0;1;1;4;0;3;10;27;;;08/07/2016
20150218;Licht;90-..;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;08/07/2016
20150218;Medium;00-30;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;0;0;0;0;0;0;6;6;;;08/07/2016
20150218;Medium;30-50;0;0;1;2;1;0;9;26;18;15;27;15;17;29;21;19;26;15;14;4;6;2;1;1;263;269;;;08/07/2016
20150218;Medium;50-70;0;1;0;0;2;5;3;7;4;3;4;2;1;6;3;4;0;1;2;0;4;1;0;0;45;53;;;08/07/2016
20150218;Medium;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150218;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150218;Zwaar;00-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;4;4;;;08/07/2016
20150218;Zwaar;30-50;0;0;0;0;0;0;6;13;6;12;13;12;10;11;13;8;10;10;9;4;2;0;0;0;139;139;;;08/07/2016
20150218;Zwaar;50-70;2;1;1;0;1;0;1;2;1;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;9;14;;;08/07/2016
20150218;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150218;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150219;Licht;00-30;0;1;0;0;0;1;1;0;2;14;8;10;12;5;11;33;36;79;21;7;1;0;0;2;240;244;;;08/07/2016
20150219;Licht;30-50;16;4;0;0;1;7;52;135;151;223;296;330;333;299;337;458;532;557;460;157;128;53;55;16;4501;4600;;;08/07/2016
20150219;Licht;50-70;18;12;3;5;11;22;35;85;99;62;75;96;91;89;110;57;76;75;115;150;84;77;71;37;1376;1555;;;08/07/2016
20150219;Licht;70-90;4;1;1;0;4;2;1;1;1;1;3;0;0;1;0;0;0;1;0;4;3;3;5;2;19;38;;;08/07/2016
20150219;Licht;90-..;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;;;08/07/2016
