Opnamenummer;Straatnaam;Huisnummer;Deelgemeente;Inplantingsplaats;Aantalfietsplaaten;AantalDuostaanders;AantalMonostaanders;Typeslotringduostaander;AantalVerwijderbarering;AantalAangelastering;Typebodembevestigingduostaander;aantalmetvloerplaat;aantalingebetonneerd;Kleurduostaander;Fotomeerderefotosmogelijk;Opnamedoor;Registratietoestel;Autofield1;OpnameTijdData;Nauwkeurigheid;Autofield2;Autofield3;Autofield4;Autofield5;longitude;latitude;hae;latWGS84;loWGS84;Aangemaakt op
370;Koolkerkse Steenweg;157;Sint-Jozef;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/06c92ea3-d20c-49db-8325-87d701e627ad,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T14:41:40,382;Autonomous;6342;GNSS;None;Autonomous;323805261;5122791;50432;51.2279099996132;3.23805261075622;22/06/2016
404;Vredestraat;-999;Sint-Kruis;Parkeerstrook;2;1;0;Aangelaste ring (oud);0;2;ingebetonneerd;0;1;Andere;images/insphere/ee0932d3-0e31-437a-9810-f8581474f453,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-22T15:36:07,091;Autonomous;6013;GNSS;None;Autonomous;3248831;5120997;53739;51.2099699998502;3.248831001061;22/06/2016
246;Sentillenhof;9;Brugge;Plein;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/c4cdbade-9736-4825-986c-52ea6ce3799b,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T10:05:50,87;Autonomous;1230;GNSS;None;Autonomous;322990561;5120104;55337;51.2010399999528;3.2299056095543;22/06/2016
352;Bossuytlaan;-999;Assebroek;Voetpad;4;2;0;Aangelaste ring (oud);0;4;met vloerplaat;2;0;Zwart;images/insphere/66e57ba8-22a7-4014-8758-24948bdc5d48,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T09:35:34,639;Autonomous;7957;GNSS;None;Autonomous;3247135;512008171;6443;51.2008171000487;3.24713499986711;22/06/2016
60;Elf-Julistraat;32;Brugge;Rijweg;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/bb445193-bb6f-4d67-b544-3883b98b6c80,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T10:42:20,683;Autonomous;13226;GNSS;None;Autonomous;321965218;512165031;5808;51.2165030996428;3.21965217994037;22/06/2016
391;Blankenbergse Steenweg;-999;Sint-Pieters;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/6dd5d359-7baf-49c5-9264-22a1da860b67,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-22T11:03:31,551;Autonomous;500;GNSS;None;Autonomous;320260549;512354;51999;51.2354000001237;3.20260549086726;22/06/2016
220;Katelijnestraat;41;Brugge;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/605c32d7-1a59-4e38-b61d-5150e5799a6e,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T14:53:40,926;Autonomous;10633;GNSS;None;Autonomous;322553039;5120275;51726;51.2027500000244;3.22553038894169;22/06/2016
191;Zuidzandstraat;8;Brugge;Voetpad;12;6;0;Aangelaste ring (oud);0;12;ingebetonneerd;0;6;Groen;images/insphere/05c07ce0-10f9-4c2a-9502-50df683d0802,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T10:31:04,602;Autonomous;12038;GNSS;None;Autonomous;322041583;512055473;68636;51.2055473002792;3.22041583048696;22/06/2016
144;Carmerstraat;37;Brugge;Parkeerstrook;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/5338646c-7dd2-4089-84bc-3aa2b7bc735b,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T13:21:23,545;Autonomous;18703;GNSS;None;Autonomous;32321918;512138672;52118;51.2138671993052;3.23219180111723;22/06/2016
217;Wijngaardplein;4;Brugge;Plein;14;7;0;Verwijderbare ring (nieuw);14;0;ingebetonneerd;0;7;Groen;images/insphere/7d60b2bd-5242-48af-ac44-b877927bc0b9,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T14:30:00,014;Autonomous;11127;GNSS;None;Autonomous;322425628;512009;41694;51.2008999998026;3.22425628050048;22/06/2016
392;Blankenbergse Steenweg;-999;Sint-Pieters;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/81aea5af-97e2-44e8-ac9e-d783a31b715e,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-22T11:11:33,038;Autonomous;500;GNSS;None;Autonomous;319717145;5124353;49549;51.2435300006611;3.19717145000521;22/06/2016
156;Jacob Van Ooststraat;10;Brugge;Plein;16;8;0;Verwijderbare ring (nieuw);16;0;ingebetonneerd;0;8;Groen;images/insphere/4705731c-8426-4b9d-a4a7-0f5857f4e772,jpg|images/insphere/c03e608b-c54a-47b1-905f-e834e8b3b21f,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T08:46:27,016;Autonomous;26318;GNSS;None;Autonomous;32237587;51210598;32792;51.2105980001824;3.22375870041536;22/06/2016
5;Langestraat;133;Brugge;Plein;26;13;0;Aangelaste ring (oud);0;26;ingebetonneerd;0;13;Groen;images/insphere/fbcee844-4a4c-418e-9cb1-041d11f3a90f,jpg|images/insphere/df1067fa-f4b6-4bb0-8832-b1c6e74d51d1,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-03T13:30:21,552;Autonomous;791;GNSS;None;Autonomous;323763847;512117538;589;51.2117538005731;3.23763847048979;22/06/2016
282;Burg;12;Brugge;Plein;8;4;0;Verwijderbare ring (nieuw);8;0;ingebetonneerd;0;4;Groen;images/insphere/11db7826-94e7-4c7b-9941-289e0615672d,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-10T11:47:44,117;Autonomous;33506;GNSS;None;Autonomous;322734785;512085648;58559;51.2085648000608;3.22734785014535;22/06/2016
3;Langestraat;105;Brugge;Voetpad;12;6;0;Aangelaste ring (oud);0;12;ingebetonneerd;0;6;Groen;images/insphere/b50c9227-c500-4c02-9271-684f860b92ab,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-03T13:20:29,206;Autonomous;8137;GNSS;None;Autonomous;323196983;512096672;48794;51.2096672003426;3.23196983033936;22/06/2016
520;Westkapelse Steenweg;191;Dudzele;Andere;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/97c04035-02ea-4fee-b7e4-7df559d90f5b,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T13:18:52,85;Autonomous;500;GNSS;None;Autonomous;3240613;5128442;47288;51.2844199999223;3.240612998941;22/06/2016
368;Dudzeelse Steenweg;142;Sint-Jozef;Voetpad;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Zwart|Blauw;images/insphere/fe24ad62-310a-4924-b7ac-1e9a07de0e9f,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T14:30:17,293;Autonomous;500;GNSS;None;Autonomous;322844744;5123072;47658;51.230719999931;3.22844743892962;22/06/2016
310;Magdalenastraat;27;Sint-Andries;Andere;58;29;0;Aangelaste ring (oud);0;58;ingebetonneerd;0;29;Groen;images/insphere/69449346-1a30-43c8-9868-0aa292fddc5e,jpg|images/insphere/0d27d893-f297-4989-b584-755c3073cbe0,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-15T09:46:28,621;Autonomous;12046;GNSS;None;Autonomous;320890141;5120105;98005;51.2010500005206;3.20890140988145;22/06/2016
31;Markt;-999;Brugge;Plein;18;9;0;Aangelaste ring (oud);0;18;ingebetonneerd;0;9;Groen;images/insphere/498b5d71-f129-4c4b-9728-ddc2d499fa4d,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T08:52:55,328;Autonomous;1746;GNSS;None;Autonomous;322448158;5120902;84588;51.2090200000358;3.22448158125011;22/06/2016
173;'t Zand;25;Brugge;Voetpad;2;1;0;Aangelaste ring (oud);0;2;ingebetonneerd;0;1;Groen;images/insphere/1c7a4cf5-68b5-4819-8c36-ee3fc5ce3d0b,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T09:36:46,386;Autonomous;11851;GNSS;None;Autonomous;321847034;5120459;63461;51.2045900003657;3.21847033946583;22/06/2016
213;Katelijnestraat;158;Brugge;Parkeerstrook;8;4;0;Aangelaste ring (oud);0;8;ingebetonneerd;0;4;Groen;images/insphere/c3d6b53c-8fdf-4750-912b-38b3d362cdc7,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T14:06:11,888;Autonomous;17108;GNSS;None;Autonomous;32273252;5119975;55861;51.1997500006954;3.22732519899724;22/06/2016
81;Spaanse Loskaai;1;Brugge;Andere;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/d79bfdf3-8a57-47ad-82fb-ac8b64bb1965,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T12:56:17,427;Autonomous;10925;GNSS;None;Autonomous;322528839;5121314;58497;51.2131399997787;3.22528839126467;22/06/2016
166;'t Zand;7;Brugge;Voetpad;16;8;0;Verwijderbare ring (nieuw)|Aangelaste ring (oud);14;2;ingebetonneerd;0;8;Groen;images/insphere/520075d3-ba82-43b5-9229-04222fdf3d49,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T09:21:47,581;Autonomous;6914;GNSS;None;Autonomous;3217837;512059479;56242;51.2059478998119;3.21783699917178;22/06/2016
369;Cornelis Everaertstraat;-999;Sint-Jozef;Voetpad;2;1;0;Aangelaste ring (oud);0;2;ingebetonneerd;0;1;Groen;images/insphere/13266d70-7d68-49a6-a03f-f3ce7e233502,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T14:35:04,292;Autonomous;5349;GNSS;None;Autonomous;323276067;512290421;48401;51.2290421003684;3.23276066921138;22/06/2016
462;Onder De Toren;8;Lissewege;Parkeerstrook;8;4;0;Verwijderbare ring (nieuw)|Aangelaste ring (oud);6;2;ingebetonneerd;0;4;Groen;images/insphere/b07fb0f2-2eac-4cae-94b5-6dc56c2b6ddb,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T09:40:02,088;Autonomous;8998;GNSS;None;Autonomous;319824839;5129392;52116;51.2939199999673;3.19824838918644;22/06/2016
514;Graaf Jansdijk;10;Zeebrugge;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/27152573-c449-496b-8ba0-3224c3f146e9,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T12:42:50,016;Autonomous;6939;GNSS;None;Autonomous;32034936;51334877;54745;51.3348769997179;3.20349359874294;22/06/2016
122;Stalijzerstraat;19;Brugge;Plein;20;10;0;Verwijderbare ring (nieuw)|Aangelaste ring (oud);18;2;ingebetonneerd;0;10;Groen;images/insphere/ce26db7d-926c-426a-8caa-f9e437927ec4,jpg|images/insphere/c1ec1aea-9d70-4884-9905-c254b98d99c4,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T09:29:41,42;Autonomous;10468;GNSS;None;Autonomous;32318728;5120484;7259;51.2048400002517;3.23187280031387;22/06/2016
306;Buiten Boeverievest;-999;Sint-Andries;Plein;6;3;0;Verwijderbare ring (nieuw);6;0;ingebetonneerd;0;3;Groen;images/insphere/a976127c-59bf-4acd-8236-620056d32e97,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-14T14:55:15,15;Autonomous;930;GNSS;None;Autonomous;3213184;51202;61104;51.2020000002283;3.21318399899216;22/06/2016
440;Moerkerkse Steenweg;193;Sint-Kruis;Voetpad;2;1;0;Verwijderbare ring (nieuw);2;0;ingebetonneerd;0;1;Rood;images/insphere/d468ae1d-7e3f-4f51-ad9c-f687ee28aafa,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-23T11:43:45,561;Autonomous;12363;GNSS;None;Autonomous;325085235;5121394;6912;51.2139399996879;3.25085235024058;22/06/2016
150;Langerei;15;Brugge;Parkeerstrook;9;4;1;Aangelaste ring (oud);0;9;ingebetonneerd;0;5;Groen;images/insphere/136cc12f-5956-46d0-a239-1c943c673da8,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T15:16:46,422;Autonomous;14152;GNSS;None;Autonomous;322886848;512147675;53293;51.2147675005562;3.22886848060925;22/06/2016
470;Zeedijk;-999;Zeebrugge;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Blauw;images/insphere/3cb228ea-29b4-499a-bdc8-00f1b72aed15,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T10:10:13,621;Autonomous;501;GNSS;None;Autonomous;318167853;513295135;58314;51.3295135002934;3.18167853006526;22/06/2016
272;Smedenstraat;60;Brugge;Voetpad;12;6;0;Aangelaste ring (oud);0;12;ingebetonneerd;0;6;Groen;images/insphere/4fbee060-6626-4aa3-ae6b-50d45c257f56,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T14:51:51,339;Autonomous;1701;GNSS;None;Autonomous;3214081;512050858;62347;51.2050858002933;3.2140809988262;22/06/2016
469;Zeedijk;-999;Zeebrugge;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Blauw;images/insphere/04048b10-e82c-4ada-a454-66728ba05cf6,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T10:08:52,111;Autonomous;500;GNSS;None;Autonomous;3181724;513295441;52966;51.3295441000236;3.18172400067106;22/06/2016
124;Willemijnenplantsoen;-999;Brugge;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/23018c2b-e23e-4a2d-8452-5c7cebc435bc,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T09:43:21,165;Autonomous;500;GNSS;None;Autonomous;323289752;512042656;51535;51.2042656000916;3.23289751969296;22/06/2016
50;Vlamingstraat;60;Brugge;Voetpad;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/d07a851d-95b8-4ae3-9b0a-7d35c432e43f,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T09:59:21,476;Autonomous;20994;GNSS;None;Autonomous;3224648;512102737;44312;51.2102737000376;3.22464800037864;22/06/2016
175;'t Zand;25;Brugge;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/ade29a30-afbf-42f4-97c8-673412a0bc45,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T09:39:34,786;Autonomous;11357;GNSS;None;Autonomous;3218409;512044258;66494;51.2044258000933;3.2184089990649;22/06/2016
64;Ezelstraat;50;Brugge;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/c7efbee6-80fe-48a8-86b2-94791b3997aa,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T11:07:07,392;Autonomous;10653;GNSS;None;Autonomous;3218178;5121335;62368;51.2133499996435;3.21817800082449;22/06/2016
320;Oorlogsvrijwilligerslaan;-999;Sint-Michiels;Plein;4;2;0;Verwijderbare ring (nieuw);4;0;ingebetonneerd;0;2;Groen;images/insphere/3825d24e-193a-46b5-a226-1552e9521c56,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-15T11:39:42,924;Autonomous;500;GNSS;None;Autonomous;317942619;5118446;63917;51.18446000073;3.17942619123716;22/06/2016
286;Dr, J, Sebrechtspark;-999;Brugge;Plein;8;4;0;Aangelaste ring (oud);0;8;ingebetonneerd;0;4;Groen;images/insphere/2a4c1512-d612-432d-9d51-06534d23f903,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-10T12:03:45,195;Autonomous;15994;GNSS;None;Autonomous;3217633;5120884;56182;51.2088400006219;3.21763300104347;22/06/2016
221;Walplein;-999;Brugge;Plein;6;3;0;Verwijderbare ring (nieuw)|Aangelaste ring (oud);4;2;ingebetonneerd;0;3;Groen;images/insphere/1b2e4024-18fe-4b76-af39-3e51af19c564,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T14:57:07,693;Autonomous;11537;GNSS;None;Autonomous;322431564;5120282;55954;51.2028200000045;3.22431563932227;22/06/2016
298;Graaf Visartpark;-999;Kristus Koning;Plein;8;4;0;Aangelaste ring (oud);0;8;ingebetonneerd;0;4;Zwart;images/insphere/3478972d-6edc-44b9-8d5d-f2b3662ccc30,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-10T15:54:07,559;Autonomous;9243;GNSS;None;Autonomous;321313357;5121137;48724;51.2113700007056;3.2131335705289;22/06/2016
393;Blankenbergse Steenweg;-999;Sint-Pieters;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/489420d3-74bf-4092-b3ef-fd1fd0006d97,jpg;tom,boi@brugge,be;Juno 5;;2015-07-22T11:29:13,643;;-9999;;;;3194068;51249049;-9999;51.2490490002027;3.19406799944229;22/06/2016
70;Sint-Jakobsstraat;41;Brugge;Voetpad;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/903be620-1ac3-4d63-ae1a-71cac88c900f,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T11:29:49,557;Autonomous;14761;GNSS;None;Autonomous;322047162;512116051;66712;51.2116050997133;3.22047162070301;22/06/2016
312;Magdalenastraat;27;Sint-Andries;Plein;12;6;0;Aangelaste ring (oud);0;12;ingebetonneerd;0;6;Groen;images/insphere/e3df87d1-b4ba-40e5-8c32-db3eec240f08,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-15T10:02:02,491;Autonomous;12655;GNSS;None;Autonomous;320856023;512015648;6621;51.2015647999023;3.20856022952283;22/06/2016
197;Zilverpand;20;Brugge;Plein;4;2;0;Verwijderbare ring (nieuw);4;0;ingebetonneerd;0;2;Groen;images/insphere/0a094062-4191-4f3e-899e-699ff5d5f585,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T11:04:02,218;Autonomous;24486;GNSS;None;Autonomous;322008634;5120621;78702;51.2062100006302;3.22008634018521;22/06/2016
196;Zilverpand;20;Brugge;Plein;4;2;0;Verwijderbare ring (nieuw);4;0;ingebetonneerd;0;2;Groen;images/insphere/cc83a209-a0b5-4511-b963-81630a732583,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T11:01:57,277;Autonomous;25404;GNSS;None;Autonomous;322032666;512061768;73658;51.2061767994024;3.22032665928071;22/06/2016
300;Langerei;25;Brugge;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/9c1c70fa-0aa7-485e-ba33-d658516195ca,jpg;tom,boi@brugge,be;Juno 5;;2015-07-14T13:32:14,943;;-9999;;;;3228626;51215955;-9999;51.2159549994492;3.22862599910895;22/06/2016
399;Blankenbergse Steenweg;219;Sint-Pieters;Voetpad;5;0;5;Aangelaste ring (oud);0;5;ingebetonneerd;0;5;Groen;images/insphere/6f3033df-a111-4b4b-bd7c-f553c2cc7d10,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-22T12:11:18,99;Autonomous;5232;GNSS;None;Autonomous;320593953;5122883;47483;51.2288299992849;3.2059395294014;22/06/2016
519;Westkapelse Steenweg;100;Dudzele;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/12119b6c-682d-4797-ba42-7219043f0bad,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T13:15:42,433;Autonomous;8606;GNSS;None;Autonomous;323387337;51281002;47303;51.2810020006308;3.23387336872344;22/06/2016
315;Zandstraat;214;Sint-Andries;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/526ce0ad-296f-4ac3-a9c5-a4c1d3ef8151,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-15T10:40:50,606;Autonomous;601;GNSS;None;Autonomous;318630147;512009544;60316;51.2009543998616;3.18630146968022;22/06/2016
214;Colettijnenhof;14;Brugge;Parkeerstrook;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/19196340-19b7-4e37-8ddd-e5f2e41d8fb7,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T14:11:35,228;Autonomous;13638;GNSS;None;Autonomous;322671;5119966;53006;51.1996600005458;3.22670999915651;22/06/2016
87;Lange Raamstraat;7;Brugge;Parkeerstrook;14;6;2;Aangelaste ring (oud);0;14;ingebetonneerd;0;8;Groen;images/insphere/5df0ad79-5b25-4ab6-9806-00a58511ffb5,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T13:31:37,294;Autonomous;10578;GNSS;None;Autonomous;322645664;512148972;60879;51.2148971997278;3.2264566406478;22/06/2016
